Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_5 pop_A pop_A 0.924820634402901 0.0751790557244787 3.09872620465822e-07
1_8 pop_A pop_A 0.501693977124482 0.498130939463576 0.000175083411941858
1_26 pop_A pop_A 0.783283530180015 0.216716254130576 2.15689409085984e-07
1_27 pop_A pop_A 0.739232087892005 0.259619030743799 0.00114888136419625
1_29 pop_A pop_A 0.939525109250065 0.0604744724369025 4.18313032868442e-07
1_30 pop_A pop_B 0.172001676554548 0.827998215074335 1.08371117362132e-07
2_4 pop_B pop_A 0.844592961768315 0.15527294429187 0.000134093939815177
2_14 pop_B pop_A 0.61649313321187 0.383499198098149 7.66868998098313e-06
2_15 pop_B pop_A 0.668107850600358 0.331891649992681 4.99406961287134e-07
2_18 pop_B pop_A 0.850879152044231 0.149057428080619 6.34198751506616e-05
2_25 pop_B pop_B 0.329464701925253 0.579192515455054 0.0913427826196933
2_28 pop_B pop_A 0.738594691177938 0.261354557299119 5.07515229436777e-05
3_3 pop_C pop_C 0.000480818483104097 1.05162102831357e-05 0.999508665306613
3_5 pop_C pop_C 1.72605073134956e-05 5.49596367027252e-07 0.99998218989632
3_6 pop_C pop_C 5.34365638883589e-05 1.15097703354617e-06 0.999945412459078
3_8 pop_C pop_C 4.04711871869377e-08 1.26217002246997e-08 0.999999946907112
3_14 pop_C pop_C 0.00444931900440436 0.000316548235604989 0.995234132759991
3_20 pop_C pop_C 4.83882340656139e-09 1.52121716260548e-09 0.999999993639959
