Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_6 pop_A pop_B 0.484997287571125 0.514999798849582 2.91357929302097e-06
1_7 pop_A pop_A 0.659497462974784 0.340501272547964 1.2644772527858e-06
1_10 pop_A pop_A 0.510532426204454 0.489345424459055 0.000122149336490781
1_12 pop_A pop_A 0.893328872053173 0.106670676151216 4.51795611322455e-07
1_22 pop_A pop_A 0.696689583951754 0.22726569509384 0.0760447209544068
1_23 pop_A pop_A 0.547643930312144 0.452352496735916 3.57295193932241e-06
2_2 pop_B pop_C 0.00830846210949549 0.0273082931734144 0.96438324471709
2_10 pop_B pop_A 0.534595126274806 0.465400162013135 4.71171205869911e-06
2_12 pop_B pop_B 0.450442535776254 0.549519378914365 3.80853093814234e-05
2_20 pop_B pop_B 0.130191293186818 0.869800700610392 8.0062027900614e-06
2_21 pop_B pop_B 0.0796961055848466 0.768058563780176 0.152245330634977
2_30 pop_B pop_B 0.244251653314442 0.755745766395363 2.58029019497645e-06
3_10 pop_C pop_A 0.682011127600658 0.245147411168941 0.0728414612304011
3_12 pop_C pop_C 0.00286774134643758 0.00412001248908155 0.993012246164481
3_15 pop_C pop_C 5.31667135297812e-08 2.2609295535905e-07 0.999999720740331
3_24 pop_C pop_C 0.000116520521008136 9.55197146326196e-05 0.999787959764359
3_27 pop_C pop_C 0.00421965173863566 0.00786808560201763 0.987912262659347
3_28 pop_C pop_C 1.60906051211251e-06 8.71869675303383e-06 0.999989672242735
