Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_2 pop_A pop_A 0.621040316995104 0.378943587895342 1.60951095542211e-05
1_3 pop_A pop_A 0.645066428805935 0.354933472992295 9.82017702158876e-08
1_6 pop_A pop_A 0.600303430082203 0.39969651718402 5.27337761800429e-08
1_11 pop_A pop_A 0.879349040261297 0.120650400994481 5.58744221681763e-07
1_18 pop_A pop_B 0.0161294900420132 0.98386953234114 9.77616846169262e-07
1_24 pop_A pop_A 0.768981068978435 0.23101890961623 2.14053346615214e-08
1_27 pop_A pop_A 0.827083944031369 0.172573496248837 0.000342559719794304
2_2 pop_B pop_C 0.0058021810951731 0.0100121240389024 0.984185694865924
2_6 pop_B pop_A 0.894912868038599 0.0755582726064915 0.0295288593549097
2_12 pop_B pop_B 0.0752774356126022 0.924722564251961 1.35436505492415e-10
2_18 pop_B pop_A 0.599637403291579 0.400356235176349 6.36153207216674e-06
2_25 pop_B pop_A 0.541264459432035 0.371495418485849 0.0872401220821164
2_27 pop_B pop_B 0.0731450327758222 0.926854944263721 2.29604568366926e-08
2_28 pop_B pop_A 0.705076771743911 0.294921125588266 2.1026678230522e-06
3_3 pop_C pop_C 0.000119985917996658 1.14527948979066e-06 0.999878868802514
3_8 pop_C pop_C 3.06166521738827e-09 1.05945465398384e-10 0.999999996832389
3_14 pop_C pop_C 0.00316992305043484 7.719527852071e-05 0.996752881671045
3_17 pop_C pop_C 8.6183118541573e-09 2.30310105316756e-10 0.999999991151378
3_23 pop_C pop_C 1.86447114427243e-06 1.89785327206137e-08 0.999998116550323
3_25 pop_C pop_C 1.45286454028648e-06 1.46179399635622e-08 0.99999853251752
3_30 pop_C pop_C 0.000182846577951743 1.9858185787084e-06 0.99981516760347
