Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_2 pop_A pop_B 0.267187667484547 0.732554754542392 0.000257577973061221
1_3 pop_A pop_B 0.439347200157101 0.560651235162732 1.56468016696389e-06
1_6 pop_A pop_B 0.421270810420873 0.578727486506917 1.70307220999124e-06
1_11 pop_A pop_A 0.634941833885699 0.365055748748313 2.41736598765936e-06
1_18 pop_A pop_A 0.874533869467458 0.123725403254476 0.00174072727806635
1_24 pop_A pop_A 0.8057716398693 0.19421745004069 1.09100900096522e-05
1_27 pop_A pop_B 0.330438303071679 0.669352519718655 0.000209177209666503
2_2 pop_B pop_C 0.00630259417899466 0.00478910481161496 0.98890830100939
2_6 pop_B pop_C 0.355218513261757 0.229878901092287 0.414902585645957
2_12 pop_B pop_B 0.459540435644661 0.540358984303475 0.000100580051864342
2_18 pop_B pop_B 0.33120252378809 0.668793109488684 4.36672322574479e-06
2_25 pop_B pop_C 0.121851614564364 0.303540326108937 0.574608059326699
2_27 pop_B pop_A 0.805279476963221 0.194415984057182 0.000304538979596495
2_28 pop_B pop_A 0.668496149134784 0.330164960937302 0.00133888992791355
3_3 pop_C pop_C 0.000333111319339679 0.000136120161877614 0.999530768518783
3_8 pop_C pop_C 4.49727568115268e-08 9.43797466082574e-08 0.999999860647497
3_14 pop_C pop_C 0.000450150078893914 0.000146751403462811 0.999403098517643
3_17 pop_C pop_C 9.68776548107594e-09 1.75603324073944e-08 0.999999972751902
3_23 pop_C pop_C 0.00166190418900052 0.00317789941670281 0.995160196394297
3_25 pop_C pop_C 0.00158740794138594 0.00305849655702324 0.995354095501591
3_30 pop_C pop_C 0.000333111319339679 0.000136120161877614 0.999530768518783
