Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_3 pop_A pop_B 0.344728839599409 0.655271135298519 2.51020720447659e-08
1_5 pop_A pop_A 0.679942710628146 0.320057183757846 1.056140081986e-07
1_6 pop_A pop_B 0.344728839599409 0.655271135298519 2.51020720447659e-08
1_10 pop_A pop_A 0.545794469795903 0.454191968697134 1.35615069630502e-05
1_11 pop_A pop_B 0.486115300038532 0.513884651983438 4.79780298464272e-08
1_13 pop_A pop_A 0.738077223169358 0.261922678091558 9.87390833471217e-08
1_14 pop_A pop_A 0.635448052640712 0.363002759527835 0.00154918783145338
1_24 pop_A pop_A 0.744350943368662 0.255649021007359 3.56239788210003e-08
1_26 pop_A pop_A 0.695645381199302 0.304354284853217 3.3394748140165e-07
1_27 pop_A pop_B 0.496273237932166 0.503641992656552 8.4769411282244e-05
2_2 pop_B pop_C 0.0106202343032214 0.0122573356936153 0.977122430003163
2_3 pop_B pop_B 0.490718815390051 0.509281020691093 1.6391885627058e-07
2_4 pop_B pop_A 0.757543617186564 0.242451737784524 4.64502891199065e-06
2_15 pop_B pop_B 0.344728839599409 0.655271135298519 2.51020720447659e-08
2_16 pop_B pop_B 0.211579255469098 0.788398871084684 2.18734462178819e-05
2_17 pop_B pop_B 0.386186833817016 0.613267130927517 0.000546035255468035
2_21 pop_B pop_C 0.0612228599015782 0.212428926679127 0.726348213419295
2_24 pop_B pop_A 0.710904837032794 0.289094108233562 1.05473364395256e-06
2_25 pop_B pop_C 0.0526031283165114 0.101506663014399 0.84589020866909
2_26 pop_B pop_A 0.635448052640712 0.363002759527835 0.00154918783145338
3_1 pop_C pop_C 0.000583861774062172 0.000368389757646518 0.999047748468291
3_8 pop_C pop_C 3.65473703843588e-10 4.0184381002793e-10 0.999999999232682
3_10 pop_C pop_A 0.876459000886755 0.0895129003461992 0.0340280987670459
3_11 pop_C pop_C 0.0378026546837354 0.0382965624337903 0.923900782882474
3_14 pop_C pop_C 0.000128642084123006 1.86773817724218e-05 0.999852680534105
3_16 pop_C pop_C 0.0958273463279041 0.259520774041125 0.644651879630971
3_18 pop_C pop_C 3.65473703843588e-10 4.0184381002793e-10 0.999999999232682
3_22 pop_C pop_B 0.160302426234702 0.65640139447527 0.183296179290028
3_28 pop_C pop_C 1.060858010686e-09 3.30983512883162e-09 0.999999995629307
3_29 pop_C pop_C 3.65473703843588e-10 4.0184381002793e-10 0.999999999232682
