Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_1 pop_A pop_B 0.413151259009856 0.586762859124149 8.58818659946442e-05
1_3 pop_A pop_A 0.609118827173113 0.390880066483613 1.10634327454399e-06
1_4 pop_A pop_B 0.408353139164635 0.591578057150216 6.88036851497354e-05
1_17 pop_A pop_A 0.698663858229345 0.298782347311626 0.00255379445902888
1_20 pop_A pop_B 0.349752331836048 0.650247169397527 4.98766425112989e-07
1_24 pop_A pop_A 0.85069384987239 0.149305664466969 4.85660640655485e-07
2_1 pop_B pop_A 0.880804320151278 0.119179500001037 1.61798476856789e-05
2_13 pop_B pop_B 0.242770914117852 0.757228980737678 1.05144470176885e-07
2_17 pop_B pop_B 0.00910397969780752 0.990896020292625 9.56779744869558e-12
2_19 pop_B pop_B 0.144543622724297 0.855451502100728 4.87517497479821e-06
2_22 pop_B pop_B 0.00714122592964496 0.992858774047658 2.26975694805758e-11
2_23 pop_B pop_B 0.11834136209885 0.881658560887207 7.70139427980407e-08
3_4 pop_C pop_C 0.000851392941338639 0.000535416669081747 0.99861319038958
3_9 pop_C pop_C 1.84031109431855e-07 3.40014366315644e-07 0.999999475954524
3_17 pop_C pop_C 1.31047541433425e-08 1.14650984749119e-08 0.999999975430147
3_18 pop_C pop_C 2.30730150610314e-09 1.49084204261043e-09 0.999999996201856
3_26 pop_C pop_C 1.3009435420022e-08 1.95525746589588e-08 0.99999996743799
3_30 pop_C pop_C 8.27192630336469e-05 1.9426286409919e-05 0.999897854450556
