"","RAW","COOK","COOKC","EM","ML"
"pop_A",0.0834923407922605,4.81565293390694,0.264818382956871,0.000809192198582525,0.0864432960240096
"pop_B",0.0892080107405798,5.56789756201017,0.465686295479165,0.000809192198582524,0.100494813350582
"pop_C",0.0861818786352095,2.99538071686594,0.393633572621429,0,0.0959664253194071
