"","RAW","COOK","COOKC","EM","ML"
"East",0.00713564142623135,0.00770033247435038,0.00770033247435038,0.00770032712117956,0.00873398416771254
"West",0.00713564142623135,0.00770033247435038,0.00770033247435038,0.00770032712117956,0.00873398416771254
