Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_1 pop_A pop_B 0.423449804549943 0.429163499351593 0.147386696098464
1_9 pop_A pop_B 0.372267656771414 0.587857807229706 0.0398745359988802
1_10 pop_A pop_A 0.526423284329885 0.348435932850881 0.125140782819233
1_12 pop_A pop_A 0.783881437017322 0.210975906340825 0.00514265664185291
1_16 pop_A pop_A 0.779543054149908 0.215305002464284 0.00515194338580732
1_19 pop_A pop_B 0.425742209667261 0.426577918889335 0.147679871443404
1_23 pop_A pop_A 0.583555539440918 0.389132292000106 0.0273121685589756
1_24 pop_A pop_B 0.452834233891642 0.541943990189917 0.00522177591844152
1_26 pop_A pop_B 0.446329518927271 0.548406953972846 0.00526352709988307
2_5 pop_B pop_B 0.331918043605263 0.570014906167695 0.098067050227042
2_8 pop_B pop_B 0.396312379885962 0.576156984451356 0.0275306356626818
2_12 pop_B pop_B 0.404414788197187 0.574820382424078 0.0207648293787342
2_15 pop_B pop_A 0.589588292948649 0.383193315112245 0.0272183919391057
2_16 pop_B pop_B 0.378159185546632 0.585306559455829 0.0365342549975386
2_17 pop_B pop_B 0.458349801225246 0.499785072111245 0.0418651266635095
2_20 pop_B pop_B 0.33255656868442 0.57091436511413 0.0965290662014503
2_21 pop_B pop_C 0.0771741609663502 0.386797045186379 0.536028793847271
2_27 pop_B pop_A 0.505716651486955 0.476717051493839 0.0175662970192059
3_2 pop_C pop_C 0.000888283279244971 0.0106773562434686 0.988434360477286
3_9 pop_C pop_C 0.00123160686846323 0.0146747402483918 0.984093652883145
3_13 pop_C pop_C 0.11551753946178 0.281724071420139 0.602758389118081
3_17 pop_C pop_C 0.000917047772794136 0.0110103018747339 0.988072650352472
3_18 pop_C pop_C 0.000812587746732159 0.0108342277287214 0.988353184524546
3_23 pop_C pop_C 0.014979543543164 0.0576246882285955 0.92739576822824
3_25 pop_C pop_C 0.0148752806555899 0.0587312215124637 0.926393497831947
3_26 pop_C pop_C 0.000945785978574214 0.0134572110014065 0.985597003020019
3_29 pop_C pop_C 0.000812587746732159 0.0108342277287214 0.988353184524546
