Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_2 pop_A pop_B 0.346157580613732 0.592533829986957 0.0613085893993111
1_5 pop_A pop_A 0.747890807487245 0.219474265464048 0.0326349270487068
1_6 pop_A pop_A 0.56609162566636 0.406943203746405 0.0269651705872351
1_9 pop_A pop_B 0.34631951321986 0.593865484710165 0.059815002069975
1_10 pop_A pop_B 0.346157580613732 0.592533829986957 0.0613085893993111
1_11 pop_A pop_A 0.565508668815838 0.406733764916755 0.0277575662674065
1_14 pop_A pop_B 0.426165555940319 0.546029117843222 0.0278053262164593
1_15 pop_A pop_A 0.747890807487245 0.219474265464048 0.0326349270487068
1_16 pop_A pop_A 0.747890807487245 0.219474265464048 0.0326349270487068
1_17 pop_A pop_B 0.346157580613732 0.592533829986957 0.0613085893993111
1_20 pop_A pop_B 0.349910175542705 0.622335834338788 0.0277539901185069
1_21 pop_A pop_B 0.403063358656784 0.537665980964859 0.0592706603783567
1_22 pop_A pop_B 0.462800948713909 0.480039901374719 0.0571591499113712
1_23 pop_A pop_A 0.56609162566636 0.406943203746405 0.0269651705872351
1_30 pop_A pop_B 0.361348379522848 0.58961262143935 0.0490389990378017
2_1 pop_B pop_A 0.565508668815838 0.406733764916755 0.0277575662674065
2_2 pop_B pop_C 0.10408153108506 0.262549134661888 0.633369334253051
2_8 pop_B pop_B 0.426527790922488 0.546434456609598 0.0270377524679138
2_9 pop_B pop_B 0.361348379522848 0.58961262143935 0.0490389990378017
2_12 pop_B pop_B 0.426165555940319 0.546029117843222 0.0278053262164593
2_14 pop_B pop_B 0.346157580613732 0.592533829986957 0.0613085893993111
2_16 pop_B pop_B 0.346157580613732 0.592533829986957 0.0613085893993111
2_18 pop_B pop_B 0.346157580613732 0.592533829986957 0.0613085893993111
2_21 pop_B pop_C 0.142737175736777 0.327794625326705 0.529468198936518
2_22 pop_B pop_B 0.34631951321986 0.593865484710165 0.059815002069975
2_23 pop_B pop_B 0.34631951321986 0.593865484710165 0.059815002069975
2_25 pop_B pop_C 0.140709542002435 0.323007443743752 0.536283014253813
2_26 pop_B pop_B 0.426165555940319 0.546029117843222 0.0278053262164593
2_27 pop_B pop_B 0.443825800269746 0.532340626414937 0.0238335733153172
2_29 pop_B pop_B 0.426165555940319 0.546029117843222 0.0278053262164593
3_4 pop_C pop_C 0.104107671663504 0.214241864059606 0.68165046427689
3_6 pop_C pop_C 0.0863138150441794 0.182498868759436 0.731187316196384
3_7 pop_C pop_C 0.109944389269863 0.266836093143698 0.623219517586439
3_10 pop_C pop_B 0.403063358656784 0.537665980964859 0.0592706603783567
3_12 pop_C pop_C 0.104107671663504 0.214241864059606 0.68165046427689
3_14 pop_C pop_C 0.0934159822502923 0.218039004531409 0.688545013218298
3_15 pop_C pop_C 0.00142532921003153 0.0102112109370718 0.988363459852897
3_17 pop_C pop_C 0.00183008428782527 0.0126441346400498 0.985525781072125
3_18 pop_C pop_C 0.00142532921003153 0.0102112109370718 0.988363459852897
3_22 pop_C pop_C 0.0968807068012762 0.220761879473083 0.682357413725641
3_24 pop_C pop_C 0.083312160351288 0.214469969081913 0.702217870566799
3_25 pop_C pop_C 0.0949279968623384 0.216918204157449 0.688153798980212
3_26 pop_C pop_C 0.00200293672814424 0.013159050700236 0.98483801257162
3_28 pop_C pop_C 0.00200293672814424 0.013159050700236 0.98483801257162
3_30 pop_C pop_C 0.0934159822502923 0.218039004531409 0.688545013218298
