Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_1 pop_A pop_B 0.304945324882904 0.524155746668054 0.170898928449042
1_2 pop_A pop_B 0.374099275889726 0.484728452323285 0.141172271786989
1_3 pop_A pop_B 0.482880826567836 0.503351519312849 0.0137676541193147
1_4 pop_A pop_B 0.374099275889726 0.484728452323285 0.141172271786989
1_6 pop_A pop_B 0.482880826567836 0.503351519312849 0.0137676541193147
1_10 pop_A pop_B 0.374099275889726 0.484728452323285 0.141172271786989
1_11 pop_A pop_A 0.540475716038369 0.450123090732484 0.00940119322914655
1_13 pop_A pop_A 0.535818034670839 0.448914732962493 0.0152672323666684
1_14 pop_A pop_B 0.465251354670462 0.475868061110885 0.0588805842186525
1_16 pop_A pop_A 0.648663815314213 0.349239409207967 0.00209677547782032
1_19 pop_A pop_B 0.304945324882904 0.524155746668054 0.170898928449042
1_21 pop_A pop_B 0.374099275889726 0.484728452323285 0.141172271786989
1_22 pop_A pop_B 0.296146983267275 0.36513857681815 0.338714439914575
1_23 pop_A pop_B 0.482880826567836 0.503351519312849 0.0137676541193147
1_26 pop_A pop_A 0.597237534397409 0.397781125114079 0.00498134048851193
2_2 pop_B pop_C 0.125917366897947 0.138097636145729 0.735984996956324
2_5 pop_B pop_B 0.297547246630805 0.621732272353667 0.0807204810155275
2_9 pop_B pop_B 0.401010422529079 0.519096464018844 0.0798931134520767
2_10 pop_B pop_A 0.54147728367362 0.446622059384945 0.0119006569414352
2_11 pop_B pop_B 0.356148849977511 0.578528320927041 0.0653228290954477
2_12 pop_B pop_B 0.477576965827545 0.481951916928925 0.04047111724353
2_14 pop_B pop_B 0.415043180086613 0.534050541944707 0.0509062779686807
2_15 pop_B pop_B 0.482880826567836 0.503351519312849 0.0137676541193147
2_21 pop_B pop_B 0.19467903937656 0.408637561288033 0.396683399335406
2_22 pop_B pop_B 0.329307282942649 0.5498800022953 0.120812714762051
2_24 pop_B pop_A 0.54147728367362 0.446622059384945 0.0119006569414352
2_25 pop_B pop_B 0.259684099034118 0.39706852957597 0.343247371389912
2_26 pop_B pop_B 0.465251354670462 0.475868061110885 0.0588805842186525
2_27 pop_B pop_B 0.478379124748054 0.48768939798236 0.033931477269586
2_29 pop_B pop_B 0.486888702703492 0.49191345144429 0.0211978458522177
3_1 pop_C pop_C 0.0392882455690916 0.0256798662926433 0.935031888138265
3_2 pop_C pop_C 0.0634375647424356 0.0535408843422442 0.88302155091532
3_5 pop_C pop_C 0.0767814909807002 0.0547750815288079 0.868443427490492
3_6 pop_C pop_C 0.0958279652807375 0.0890299000918727 0.81514213462739
3_9 pop_C pop_C 0.0666397846672937 0.0590111791045544 0.874349036228152
3_11 pop_C pop_C 0.24056366055071 0.375412633988723 0.384023705460567
3_12 pop_C pop_C 0.0785391023041059 0.0686040979007127 0.852856799795181
3_16 pop_C pop_C 0.189625512984356 0.220373711860272 0.590000775155372
3_18 pop_C pop_C 0.0327887887618379 0.0239045273337158 0.943306683904446
3_19 pop_C pop_C 0.0265250275841683 0.0183063575374338 0.955168614878398
3_20 pop_C pop_C 0.0162088647495925 0.0105187776351966 0.973272357615211
3_21 pop_C pop_C 0.0323157459175068 0.0250166294295889 0.942667624652904
3_22 pop_C pop_C 0.109981884618928 0.174486861688364 0.715531253692707
3_29 pop_C pop_C 0.0327887887618379 0.0239045273337158 0.943306683904446
3_30 pop_C pop_C 0.159031411570765 0.181972570303688 0.658996018125547
