Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_2 pop_A pop_A 0.531550361340629 0.402794454502183 0.065655184157188
1_5 pop_A pop_A 0.733879527860895 0.239850526576154 0.0262699455629514
1_6 pop_A pop_A 0.573846238255043 0.402324813756719 0.0238289479882383
1_9 pop_A pop_B 0.383962861752113 0.557845598226023 0.0581915400218648
1_10 pop_A pop_A 0.560043674292053 0.378531498975336 0.0614248267326117
1_11 pop_A pop_A 0.573993311987452 0.398505087989914 0.0275016000226336
1_14 pop_A pop_A 0.612209308776609 0.347854905513578 0.0399357857098129
1_15 pop_A pop_A 0.737689676442522 0.236114935020815 0.0261953885366632
1_16 pop_A pop_A 0.733879527860895 0.239850526576154 0.0262699455629514
1_17 pop_A pop_A 0.567030258471899 0.374962564331976 0.0580071771961255
1_20 pop_A pop_B 0.391958866744326 0.578217742331991 0.0298233909236839
1_21 pop_A pop_B 0.419881915173316 0.52174728358243 0.0583708012442536
1_22 pop_A pop_B 0.462034705305186 0.476468425590369 0.0614968691044448
1_23 pop_A pop_A 0.577072983608565 0.399098205910406 0.0238288104810296
1_30 pop_A pop_B 0.394586521808891 0.552975548024059 0.0524379301670495
2_1 pop_B pop_A 0.572422945817525 0.398972620796246 0.028604433386229
2_2 pop_B pop_C 0.102509248700818 0.261660499818158 0.635830251481024
2_8 pop_B pop_B 0.467371706008169 0.502928483953433 0.0296998100383982
2_9 pop_B pop_B 0.399748684006286 0.54252172332419 0.0577295926695245
2_12 pop_B pop_B 0.45425340087242 0.504526598120392 0.0412200010071872
2_14 pop_B pop_B 0.374314884327296 0.560349893318153 0.0653352223545512
2_16 pop_B pop_B 0.371095122468683 0.547733026657476 0.0811718508738402
2_18 pop_B pop_B 0.379390483812417 0.548989273267113 0.0716202429204706
2_21 pop_B pop_C 0.14535603109309 0.34148925401662 0.51315471489029
2_22 pop_B pop_B 0.376012079479681 0.558339791655004 0.065648128865316
2_23 pop_B pop_B 0.381392217581583 0.566432752555979 0.0521750298624375
2_25 pop_B pop_C 0.135778486883047 0.305431130785314 0.558790382331639
2_26 pop_B pop_A 0.612209308776609 0.347854905513578 0.0399357857098129
2_27 pop_B pop_B 0.470280243986562 0.497484059941082 0.0322356960723563
2_29 pop_B pop_B 0.45794869942036 0.505785619810972 0.036265680768668
3_4 pop_C pop_C 0.10823833303794 0.233496629993576 0.658265036968484
3_6 pop_C pop_C 0.0930385190488773 0.200096540608875 0.706864940342247
3_7 pop_C pop_C 0.140192833677882 0.198672406617934 0.661134759704183
3_10 pop_C pop_A 0.61022752567108 0.317102509953998 0.0726699643749215
3_12 pop_C pop_C 0.100026219149423 0.217097403396451 0.682876377454127
3_14 pop_C pop_C 0.0970514097689811 0.210196699708766 0.692751890522252
3_15 pop_C pop_C 0.00174799995158971 0.0137226673657717 0.984529332682639
3_17 pop_C pop_C 0.00160496164034556 0.0133279649835163 0.985067073376138
3_18 pop_C pop_C 0.00174799995158971 0.0137226673657717 0.984529332682639
3_22 pop_C pop_C 0.110904824156437 0.260864145609642 0.628231030233921
3_24 pop_C pop_C 0.113097686063581 0.163918924849037 0.722983389087382
3_25 pop_C pop_C 0.131254187872839 0.184813292077405 0.683932520049756
3_26 pop_C pop_C 0.0024884272273969 0.0185344751152719 0.978977097657331
3_28 pop_C pop_C 0.00244719641471491 0.0182459963358825 0.979306807249403
3_30 pop_C pop_C 0.0892499067321716 0.194884556545431 0.715865536722397
