"","RAW","COOK","COOKC","EM","ML"
"East",0.00736429965463318,0.00836852233481043,0.00836852233481043,0.00836851941356366,0.0088190520330042
"West",0.00736429965463318,0.00836852233481043,0.00836852233481043,0.00836851941356366,0.0088190520330042
