"","RAW","COOK","COOKC","EM","ML"
"East",0.00715695930622464,0.00819499157201294,0.00819499157201294,0.0081949446989137,0.0086264326892894
"West",0.00715695930622464,0.00819499157201294,0.00819499157201294,0.0081949446989137,0.0086264326892894
